Entity,Code,Year,Primary energy consumption (TWh)
Saint Vincent and the Grenadines,VCT,2021,0.8603289
Samoa,WSM,1980,0.43861088
Samoa,WSM,1981,0.43760407
Samoa,WSM,1982,0.51237637
Samoa,WSM,1983,0.5126085
Samoa,WSM,1984,0.6450973
Samoa,WSM,1985,0.5276603
Samoa,WSM,1986,0.47738817
Samoa,WSM,1987,0.4711229
Samoa,WSM,1988,0.47176188
Samoa,WSM,1989,0.5958085
Samoa,WSM,1990,0.5956327
Samoa,WSM,1991,0.595832
Samoa,WSM,1992,0.55555475
Samoa,WSM,1993,0.6101939
Samoa,WSM,1994,0.61024517
Samoa,WSM,1995,0.61323804
Samoa,WSM,1996,0.62703764
Samoa,WSM,1997,0.6334356
Samoa,WSM,1998,0.6482231
Samoa,WSM,1999,0.66353077
Samoa,WSM,2000,0.9294912
Samoa,WSM,2001,0.99314994
Samoa,WSM,2002,1.0486636
Samoa,WSM,2003,1.0578926
Samoa,WSM,2004,1.0579338
Samoa,WSM,2005,1.0711751
Samoa,WSM,2006,1.1068504
Samoa,WSM,2007,1.1812634
Samoa,WSM,2008,1.2117565
Samoa,WSM,2009,1.268139
Samoa,WSM,2010,1.265527
Samoa,WSM,2011,1.2806268
Samoa,WSM,2012,1.2395581
Samoa,WSM,2013,1.2030401
Samoa,WSM,2014,1.2231327
Samoa,WSM,2015,1.4193091
Samoa,WSM,2016,1.5122826
Samoa,WSM,2017,1.5256896
Samoa,WSM,2018,1.5136653
Samoa,WSM,2019,1.631313
Samoa,WSM,2020,1.5522943
Samoa,WSM,2021,1.5975583
Sao Tome and Principe,STP,1980,0.14040704
Sao Tome and Principe,STP,1981,0.14021498
Sao Tome and Principe,STP,1982,0.14328082
Sao Tome and Principe,STP,1983,0.13726935
Sao Tome and Principe,STP,1984,0.14357337
Sao Tome and Principe,STP,1985,0.14326438
Sao Tome and Principe,STP,1986,0.15277249
Sao Tome and Principe,STP,1987,0.1557706
Sao Tome and Principe,STP,1988,0.15587732
Sao Tome and Principe,STP,1989,0.15580109
Sao Tome and Principe,STP,1990,0.2803519
Sao Tome and Principe,STP,1991,0.29555774
Sao Tome and Principe,STP,1992,0.2960061
Sao Tome and Principe,STP,1993,0.29525998
Sao Tome and Principe,STP,1994,0.35758695
Sao Tome and Principe,STP,1995,0.3575776
Sao Tome and Principe,STP,1996,0.35848272
Sao Tome and Principe,STP,1997,0.3573455
Sao Tome and Principe,STP,1998,0.3543195
Sao Tome and Principe,STP,1999,0.36038002
Sao Tome and Principe,STP,2000,0.2920681
Sao Tome and Principe,STP,2001,0.27292243
Sao Tome and Principe,STP,2002,0.30888617
Sao Tome and Principe,STP,2003,0.34411958
Sao Tome and Principe,STP,2004,0.3892842
Sao Tome and Principe,STP,2005,0.41149172
Sao Tome and Principe,STP,2006,0.43763942
Sao Tome and Principe,STP,2007,0.4553835
Sao Tome and Principe,STP,2008,0.49135783
Sao Tome and Principe,STP,2009,0.5224024
Sao Tome and Principe,STP,2010,0.5628879
Sao Tome and Principe,STP,2011,0.5825518
Sao Tome and Principe,STP,2012,0.61552113
Sao Tome and Principe,STP,2013,0.61556506
Sao Tome and Principe,STP,2014,0.6155105
Sao Tome and Principe,STP,2015,0.6436711
Sao Tome and Principe,STP,2016,0.66496056
Sao Tome and Principe,STP,2017,0.676261
Sao Tome and Principe,STP,2018,0.6657166
Sao Tome and Principe,STP,2019,0.73365
Sao Tome and Principe,STP,2020,0.70130306
Sao Tome and Principe,STP,2021,0.7385749
Saudi Arabia,SAU,1965,235.13954
Saudi Arabia,SAU,1966,238.32158
Saudi Arabia,SAU,1967,241.76488
Saudi Arabia,SAU,1968,245.51805
Saudi Arabia,SAU,1969,249.66275
Saudi Arabia,SAU,1970,262.85544
Saudi Arabia,SAU,1971,263.27188
Saudi Arabia,SAU,1972,282.16904
Saudi Arabia,SAU,1973,301.00037
Saudi Arabia,SAU,1974,319.35376
Saudi Arabia,SAU,1975,253.26085
Saudi Arabia,SAU,1976,292.7943
Saudi Arabia,SAU,1977,345.76248
Saudi Arabia,SAU,1978,385.33575
Saudi Arabia,SAU,1979,466.84326
Saudi Arabia,SAU,1980,419.9163
Saudi Arabia,SAU,1981,501.2367
Saudi Arabia,SAU,1982,551.8529
Saudi Arabia,SAU,1983,597.982
Saudi Arabia,SAU,1984,715.29803
Saudi Arabia,SAU,1985,729.73376
Saudi Arabia,SAU,1986,784.659
Saudi Arabia,SAU,1987,831.73804
Saudi Arabia,SAU,1988,870.27454
Saudi Arabia,SAU,1989,856.5453
Saudi Arabia,SAU,1990,928.33704
Saudi Arabia,SAU,1991,972.4523
Saudi Arabia,SAU,1992,981.7563
Saudi Arabia,SAU,1993,1002.8503
Saudi Arabia,SAU,1994,1159.5804
Saudi Arabia,SAU,1995,1130.0059
Saudi Arabia,SAU,1996,1168.5529
Saudi Arabia,SAU,1997,1190.249
Saudi Arabia,SAU,1998,1252.577
Saudi Arabia,SAU,1999,1275.4303
Saudi Arabia,SAU,2000,1334.8796
Saudi Arabia,SAU,2001,1422.3324
Saudi Arabia,SAU,2002,1481.3827
Saudi Arabia,SAU,2003,1569.1909
Saudi Arabia,SAU,2004,1702.4475
Saudi Arabia,SAU,2005,1811.1058
Saudi Arabia,SAU,2006,1900.1699
Saudi Arabia,SAU,2007,1944.0571
Saudi Arabia,SAU,2008,2128.4639
Saudi Arabia,SAU,2009,2205.1382
Saudi Arabia,SAU,2010,2451.1067
Saudi Arabia,SAU,2011,2557.2908
Saudi Arabia,SAU,2012,2714.2104
Saudi Arabia,SAU,2013,2731.2205
Saudi Arabia,SAU,2014,2931.7173
Saudi Arabia,SAU,2015,3056.6255
Saudi Arabia,SAU,2016,3179.844
Saudi Arabia,SAU,2017,3181.8193
Saudi Arabia,SAU,2018,3101.6775
Saudi Arabia,SAU,2019,2973.2866
Saudi Arabia,SAU,2020,2890.9275
Saudi Arabia,SAU,2021,2987.5464
Saudi Arabia,SAU,2022,3193.3193
Senegal,SEN,1980,10.245535
Senegal,SEN,1981,10.217542
Senegal,SEN,1982,10.217542
Senegal,SEN,1983,9.616509
Senegal,SEN,1984,12.053572
Senegal,SEN,1985,11.419605
Senegal,SEN,1986,11.720121
Senegal,SEN,1987,11.861569
Senegal,SEN,1988,10.167631
Senegal,SEN,1989,10.51104
Senegal,SEN,1990,10.639013
Senegal,SEN,1991,9.823521
Senegal,SEN,1992,11.899441
Senegal,SEN,1993,12.407195
Senegal,SEN,1994,14.965404
Senegal,SEN,1995,16.19766
Senegal,SEN,1996,16.336248
Senegal,SEN,1997,14.921134
Senegal,SEN,1998,15.875778
Senegal,SEN,1999,17.482012
Senegal,SEN,2000,19.907433
Senegal,SEN,2001,21.694818
Senegal,SEN,2002,22.512268
Senegal,SEN,2003,22.695988
Senegal,SEN,2004,24.01114
Senegal,SEN,2005,24.913963
Senegal,SEN,2006,24.46621
Senegal,SEN,2007,26.381638
Senegal,SEN,2008,27.04076
Senegal,SEN,2009,25.887234
Senegal,SEN,2010,26.842123
Senegal,SEN,2011,28.119997
Senegal,SEN,2012,27.669542
Senegal,SEN,2013,28.785759
Senegal,SEN,2014,31.947577
Senegal,SEN,2015,37.051647
Senegal,SEN,2016,35.844208
Senegal,SEN,2017,38.039948
Senegal,SEN,2018,39.58574
Senegal,SEN,2019,44.056408
Senegal,SEN,2020,41.623035
Senegal,SEN,2021,42.279724
Serbia,SRB,2006,205.23045
Serbia,SRB,2007,204.41664
Serbia,SRB,2008,203.66197
Serbia,SRB,2009,194.43457
Serbia,SRB,2010,200.62114
Serbia,SRB,2011,202.77405
Serbia,SRB,2012,190.9791
Serbia,SRB,2013,190.3472
Serbia,SRB,2014,169.54901
Serbia,SRB,2015,187.72292
Serbia,SRB,2016,192.31615
Serbia,SRB,2017,196.76714
Serbia,SRB,2018,196.85847
Serbia,SRB,2019,196.88872
Serbia,SRB,2020,192.86804
Serbia,SRB,2021,201.68896
Serbia and Montenegro,OWID_SRM,1992,250.0722
Serbia and Montenegro,OWID_SRM,1993,211.17892
Serbia and Montenegro,OWID_SRM,1994,208.39896
Serbia and Montenegro,OWID_SRM,1995,231.20016
Serbia and Montenegro,OWID_SRM,1996,270.55444
Serbia and Montenegro,OWID_SRM,1997,286.79892
Serbia and Montenegro,OWID_SRM,1998,291.3861
Serbia and Montenegro,OWID_SRM,1999,234.22916
Serbia and Montenegro,OWID_SRM,2000,236.46632
Serbia and Montenegro,OWID_SRM,2001,245.6562
Serbia and Montenegro,OWID_SRM,2002,270.6839
Serbia and Montenegro,OWID_SRM,2003,273.28897
Serbia and Montenegro,OWID_SRM,2004,280.95563
Serbia and Montenegro,OWID_SRM,2005,264.97836
Seychelles,SYC,1980,0.9391767
Seychelles,SYC,1981,0.7492885
Seychelles,SYC,1982,0.68684775
Seychelles,SYC,1983,1.1863735
Seychelles,SYC,1984,1.2522355
Seychelles,SYC,1985,1.3112547
Seychelles,SYC,1986,1.2456359
Seychelles,SYC,1987,1.3155034
Seychelles,SYC,1988,1.9421709
Seychelles,SYC,1989,2.0209935
Seychelles,SYC,1990,1.8049726
Seychelles,SYC,1991,2.0465672
Seychelles,SYC,1992,2.029215
Seychelles,SYC,1993,2.0861154
Seychelles,SYC,1994,2.0861154
Seychelles,SYC,1995,2.159614
Seychelles,SYC,1996,2.16536
Seychelles,SYC,1997,2.293509
Seychelles,SYC,1998,2.293509
Seychelles,SYC,1999,2.293514
Seychelles,SYC,2000,3.7609558
Seychelles,SYC,2001,4.0456696
Seychelles,SYC,2002,3.5229077
Seychelles,SYC,2003,3.5142403
Seychelles,SYC,2004,4.9049377
Seychelles,SYC,2005,4.46787
Seychelles,SYC,2006,4.746781
Seychelles,SYC,2007,3.9024448
Seychelles,SYC,2008,4.254021
Seychelles,SYC,2009,4.6369734
Seychelles,SYC,2010,4.1934004
Seychelles,SYC,2011,3.6006186
Seychelles,SYC,2012,4.143042
Seychelles,SYC,2013,3.7422965
Seychelles,SYC,2014,4.3764224
Seychelles,SYC,2015,4.535706
Seychelles,SYC,2016,5.050324
Seychelles,SYC,2017,5.2665887
Seychelles,SYC,2018,4.6721234
Seychelles,SYC,2019,4.778491
Seychelles,SYC,2020,4.612663
Seychelles,SYC,2021,4.891292
Sierra Leone,SLE,1980,3.1388664
Sierra Leone,SLE,1981,3.1302903
Sierra Leone,SLE,1982,3.3807135
Sierra Leone,SLE,1983,3.1302903
Sierra Leone,SLE,1984,3.1388664
Sierra Leone,SLE,1985,3.4433193
Sierra Leone,SLE,1986,3.635325
Sierra Leone,SLE,1987,3.9834497
Sierra Leone,SLE,1988,4.334058
Sierra Leone,SLE,1989,4.2147117
Sierra Leone,SLE,1990,4.277035
Sierra Leone,SLE,1991,4.530813
Sierra Leone,SLE,1992,3.274965
Sierra Leone,SLE,1993,3.2696078
Sierra Leone,SLE,1994,3.1036978
Sierra Leone,SLE,1995,3.5694616
Sierra Leone,SLE,1996,3.5170188
Sierra Leone,SLE,1997,3.697415
Sierra Leone,SLE,1998,3.6974328
Sierra Leone,SLE,1999,3.697433
Sierra Leone,SLE,2000,1.8761117
Sierra Leone,SLE,2001,2.3542166
Sierra Leone,SLE,2002,2.3687215
Sierra Leone,SLE,2003,2.4334383
Sierra Leone,SLE,2004,2.4281993
Sierra Leone,SLE,2005,2.1991792
Sierra Leone,SLE,2006,2.6608646
Sierra Leone,SLE,2007,2.5130577
Sierra Leone,SLE,2008,2.472516
Sierra Leone,SLE,2009,2.482459
Sierra Leone,SLE,2010,2.9497683
Sierra Leone,SLE,2011,3.7337694
Sierra Leone,SLE,2012,4.1459603
Sierra Leone,SLE,2013,4.8245325
Sierra Leone,SLE,2014,5.30554
Sierra Leone,SLE,2015,4.3349442
Sierra Leone,SLE,2016,4.432782
Sierra Leone,SLE,2017,4.4046493
Sierra Leone,SLE,2018,4.4665146
Sierra Leone,SLE,2019,4.1280594
Sierra Leone,SLE,2020,3.9566472
Sierra Leone,SLE,2021,4.1479893
Singapore,SGP,1965,47.888004
Singapore,SGP,1966,54.743725
Singapore,SGP,1967,65.75602
Singapore,SGP,1968,81.73453
Singapore,SGP,1969,80.31851
Singapore,SGP,1970,87.205376
Singapore,SGP,1971,75.697876
Singapore,SGP,1972,94.78758
Singapore,SGP,1973,89.32662
Singapore,SGP,1974,88.05852
Singapore,SGP,1975,85.98596
Singapore,SGP,1976,101.99189
Singapore,SGP,1977,102.37463
Singapore,SGP,1978,105.37364
Singapore,SGP,1979,112.33331
Singapore,SGP,1980,111.57116
Singapore,SGP,1981,128.3598
Singapore,SGP,1982,124.89364
Singapore,SGP,1983,132.31157
Singapore,SGP,1984,139.10252
Singapore,SGP,1985,141.89363
Singapore,SGP,1986,164.75606
Singapore,SGP,1987,173.23671
Singapore,SGP,1988,200.4296
Singapore,SGP,1989,228.53755
Singapore,SGP,1990,273.10358
Singapore,SGP,1991,278.31494
Singapore,SGP,1992,298.58746
Singapore,SGP,1993,326.2119
Singapore,SGP,1994,373.0835
Singapore,SGP,1995,388.94086
Singapore,SGP,1996,392.47714
Singapore,SGP,1997,412.80063
Singapore,SGP,1998,418.50928
Singapore,SGP,1999,414.32617
Singapore,SGP,2000,443.01443
Singapore,SGP,2001,500.7205
Singapore,SGP,2002,482.24014
Singapore,SGP,2003,454.2738
Singapore,SGP,2004,509.29944
Singapore,SGP,2005,536.788
Singapore,SGP,2006,590.98
Singapore,SGP,2007,635.4063
Singapore,SGP,2008,677.6433
Singapore,SGP,2009,728.32654
Singapore,SGP,2010,773.3151
Singapore,SGP,2011,802.5536
Singapore,SGP,2012,804.3339
Singapore,SGP,2013,812.4909
Singapore,SGP,2014,828.2924
Singapore,SGP,2015,878.4029
Singapore,SGP,2016,926.7514
Singapore,SGP,2017,949.9961
Singapore,SGP,2018,950.8334
Singapore,SGP,2019,930.7519
Singapore,SGP,2020,911.63525
Singapore,SGP,2021,910.7362
Singapore,SGP,2022,878.9333
Slovakia,SVK,1965,106.83621
Slovakia,SVK,1966,110.583595
Slovakia,SVK,1967,111.16375
Slovakia,SVK,1968,122.68507
Slovakia,SVK,1969,128.11635
Slovakia,SVK,1970,141.7335
Slovakia,SVK,1971,151.9201
Slovakia,SVK,1972,159.76605
Slovakia,SVK,1973,166.21616
Slovakia,SVK,1974,174.938
Slovakia,SVK,1975,183.08553
Slovakia,SVK,1976,189.93777
Slovakia,SVK,1977,199.63968
Slovakia,SVK,1978,209.45049
Slovakia,SVK,1979,215.49113
Slovakia,SVK,1980,219.0511
Slovakia,SVK,1981,217.34256
Slovakia,SVK,1982,215.01793
Slovakia,SVK,1983,215.63942
Slovakia,SVK,1984,232.29736
Slovakia,SVK,1985,239.66718
Slovakia,SVK,1986,237.59346
Slovakia,SVK,1987,242.9572
Slovakia,SVK,1988,244.17126
Slovakia,SVK,1989,247.676
Slovakia,SVK,1990,248.35374
Slovakia,SVK,1991,222.18843
Slovakia,SVK,1992,213.74225
Slovakia,SVK,1993,209.9761
Slovakia,SVK,1994,206.84326
Slovakia,SVK,1995,209.74927
Slovakia,SVK,1996,211.20241
Slovakia,SVK,1997,207.3214
Slovakia,SVK,1998,209.52092
Slovakia,SVK,1999,211.29335
Slovakia,SVK,2000,218.24721
Slovakia,SVK,2001,224.55817
Slovakia,SVK,2002,226.4268
Slovakia,SVK,2003,219.88297
Slovakia,SVK,2004,215.043
Slovakia,SVK,2005,226.26744
Slovakia,SVK,2006,220.17848
Slovakia,SVK,2007,206.62883
Slovakia,SVK,2008,212.20859
Slovakia,SVK,2009,192.3178
Slovakia,SVK,2010,205.4999
Slovakia,SVK,2011,197.69135
Slovakia,SVK,2012,189.89334
Slovakia,SVK,2013,194.58702
Slovakia,SVK,2014,181.1199
Slovakia,SVK,2015,182.98993
Slovakia,SVK,2016,184.74371
Slovakia,SVK,2017,194.5947
Slovakia,SVK,2018,191.29564
Slovakia,SVK,2019,184.84892
Slovakia,SVK,2020,181.1254
Slovakia,SVK,2021,195.22316
Slovakia,SVK,2022,191.24365
Slovenia,SVN,1990,69.29792
Slovenia,SVN,1991,69.40945
Slovenia,SVN,1992,64.88118
Slovenia,SVN,1993,66.65802
Slovenia,SVN,1994,70.94977
Slovenia,SVN,1995,74.497665
Slovenia,SVN,1996,78.158264
Slovenia,SVN,1997,79.932205
Slovenia,SVN,1998,80.15589
Slovenia,SVN,1999,79.327515
Slovenia,SVN,2000,78.62627
Slovenia,SVN,2001,82.19341
Slovenia,SVN,2002,81.7755
Slovenia,SVN,2003,80.21293
Slovenia,SVN,2004,85.180244
Slovenia,SVN,2005,85.18694
Slovenia,SVN,2006,85.95426
Slovenia,SVN,2007,85.46716
Slovenia,SVN,2008,93.64212
Slovenia,SVN,2009,86.507126
Slovenia,SVN,2010,86.66013
Slovenia,SVN,2011,84.13502
Slovenia,SVN,2012,81.75843
Slovenia,SVN,2013,80.88277
Slovenia,SVN,2014,82.971504
Slovenia,SVN,2015,74.82731
Slovenia,SVN,2016,79.97818
Slovenia,SVN,2017,80.83881
Slovenia,SVN,2018,82.48029
Slovenia,SVN,2019,80.09161
Slovenia,SVN,2020,77.384926
Slovenia,SVN,2021,76.671234
Slovenia,SVN,2022,72.90372
Solomon Islands,SLB,1980,0.43183884
Solomon Islands,SLB,1981,0.61522704
Solomon Islands,SLB,1982,0.5537043
Solomon Islands,SLB,1983,0.61522704
Solomon Islands,SLB,1984,0.6169126
Solomon Islands,SLB,1985,0.5537043
Solomon Islands,SLB,1986,0.505206
Solomon Islands,SLB,1987,0.5888783
Solomon Islands,SLB,1988,0.7056485
Solomon Islands,SLB,1989,0.70397425
Solomon Islands,SLB,1990,0.70397425
Solomon Islands,SLB,1991,0.70397425
Solomon Islands,SLB,1992,0.7056485
Solomon Islands,SLB,1993,0.70397425
Solomon Islands,SLB,1994,0.70397425
Solomon Islands,SLB,1995,0.70397425
Solomon Islands,SLB,1996,0.7056485
Solomon Islands,SLB,1997,0.70397425
Solomon Islands,SLB,1998,0.70397425
Solomon Islands,SLB,1999,0.70398057
Solomon Islands,SLB,2000,1.0562664
Solomon Islands,SLB,2001,1.1048013
Solomon Islands,SLB,2002,1.1416957
Solomon Islands,SLB,2003,1.1932362
Solomon Islands,SLB,2004,1.2691125
Solomon Islands,SLB,2005,1.300733
Solomon Islands,SLB,2006,1.3493745
Solomon Islands,SLB,2007,1.4384215
Solomon Islands,SLB,2008,1.4597304
Solomon Islands,SLB,2009,1.5107039
Solomon Islands,SLB,2010,1.5564928
Solomon Islands,SLB,2011,1.6160148
Solomon Islands,SLB,2012,1.6206181
Solomon Islands,SLB,2013,1.6141902
Solomon Islands,SLB,2014,1.5197262
Solomon Islands,SLB,2015,1.3884337
Solomon Islands,SLB,2016,1.3345238
Solomon Islands,SLB,2017,1.3268349
Solomon Islands,SLB,2018,1.3894602
Solomon Islands,SLB,2019,1.3684785
Solomon Islands,SLB,2020,1.2975992
Solomon Islands,SLB,2021,1.3393546
Somalia,SOM,1980,4.8252993
Somalia,SOM,1981,5.6039824
Somalia,SOM,1982,5.54307
Somalia,SOM,1983,5.4212437
Somalia,SOM,1984,5.6193357
Somalia,SOM,1985,5.54307
Somalia,SOM,1986,5.9150643
Somalia,SOM,1987,4.3701386
Somalia,SOM,1988,4.383528
Somalia,SOM,1989,4.490098
Somalia,SOM,1990,4.0684986
Somalia,SOM,1991,2.4244936
Somalia,SOM,1992,2.2531505
Somalia,SOM,1993,2.3713613
Somalia,SOM,1994,2.3713613
Somalia,SOM,1995,2.3713613
Somalia,SOM,1996,2.3778582
Somalia,SOM,1997,2.3713613
Somalia,SOM,1998,2.3713613
Somalia,SOM,1999,2.3713622
Somalia,SOM,2000,2.9661891
Somalia,SOM,2001,3.0154185
Somalia,SOM,2002,3.259806
Somalia,SOM,2003,3.259806
Somalia,SOM,2004,3.26211
Somalia,SOM,2005,3.2936735
Somalia,SOM,2006,3.3188102
Somalia,SOM,2007,3.3664858
Somalia,SOM,2008,3.3308442
Somalia,SOM,2009,3.3219945
Somalia,SOM,2010,3.405021
Somalia,SOM,2011,3.405021
Somalia,SOM,2012,3.4161766
Somalia,SOM,2013,3.416206
Somalia,SOM,2014,3.416448
Somalia,SOM,2015,3.5448291
Somalia,SOM,2016,3.6269844
Somalia,SOM,2017,3.627606
Somalia,SOM,2018,3.6413927
Somalia,SOM,2019,3.6369123
Somalia,SOM,2020,3.5074317
Somalia,SOM,2021,3.7102253
South Africa,ZAF,1965,354.22852
South Africa,ZAF,1966,356.42896
South Africa,ZAF,1967,371.15485
South Africa,ZAF,1968,391.70792
South Africa,ZAF,1969,403.31476
South Africa,ZAF,1970,421.47787
South Africa,ZAF,1971,454.0264
South Africa,ZAF,1972,469.0293
South Africa,ZAF,1973,504.6048
South Africa,ZAF,1974,519.09454
South Africa,ZAF,1975,553.4076
South Africa,ZAF,1976,577.6019
South Africa,ZAF,1977,591.76013
South Africa,ZAF,1978,586.007
South Africa,ZAF,1979,605.0979
South Africa,ZAF,1980,645.8642
South Africa,ZAF,1981,751.92615
South Africa,ZAF,1982,808.71545
South Africa,ZAF,1983,819.4532
South Africa,ZAF,1984,895.5216
South Africa,ZAF,1985,914.5561
South Africa,ZAF,1986,931.7011
South Africa,ZAF,1987,946.4509
South Africa,ZAF,1988,1042.2996
South Africa,ZAF,1989,995.7217
South Africa,ZAF,1990,1029.669
South Africa,ZAF,1991,1022.2481
South Africa,ZAF,1992,1027.0381
South Africa,ZAF,1993,1025.258
South Africa,ZAF,1994,1069.309
South Africa,ZAF,1995,1117.5164
South Africa,ZAF,1996,1139.7627
South Africa,ZAF,1997,1165.5427
South Africa,ZAF,1998,1145.0255
South Africa,ZAF,1999,1183.7446
South Africa,ZAF,2000,1185.383
South Africa,ZAF,2001,1191.5363
South Africa,ZAF,2002,1161.1248
South Africa,ZAF,2003,1257.9573
South Africa,ZAF,2004,1372.772
South Africa,ZAF,2005,1299.3777
South Africa,ZAF,2006,1326.0608
South Africa,ZAF,2007,1362.1926
South Africa,ZAF,2008,1459.6958
South Africa,ZAF,2009,1453.2135
South Africa,ZAF,2010,1462.7987
South Africa,ZAF,2011,1444.9584
South Africa,ZAF,2012,1422.7034
South Africa,ZAF,2013,1429.0052
South Africa,ZAF,2014,1445.5111
South Africa,ZAF,2015,1416.6125
South Africa,ZAF,2016,1480.3215
South Africa,ZAF,2017,1474.5691
South Africa,ZAF,2018,1418.7039
South Africa,ZAF,2019,1481.8711
South Africa,ZAF,2020,1385.8998
South Africa,ZAF,2021,1389.3289
South Africa,ZAF,2022,1338.6821
South America,,1965,1068.7877
South America,,1966,1139.5225
South America,,1967,1181.4965
South America,,1968,1261.5378
South America,,1969,1320.5677
South America,,1970,1394.0703
South America,,1971,1484.8766
South America,,1972,1590.9298
South America,,1973,1749.8928
South America,,1974,1884.1183
South America,,1975,1919.7341
South America,,1976,2059.1052
South America,,1977,2190.7522
South America,,1978,2318.5723
South America,,1979,2503.5764
South America,,1980,2605.9531
South America,,1981,2596.2314
South America,,1982,2671.7913
South America,,1983,2700.2827
South America,,1984,2806.3032
South America,,1985,2930.8018
South America,,1986,3121.96
South America,,1987,3243.154
South America,,1988,3347.954
South America,,1989,3411.3604
South America,,1990,3438.2434
South America,,1991,3546.2007
South America,,1992,3685.3643
South America,,1993,3835.084
South America,,1994,4075.9836
South America,,1995,4285.3887
South America,,1996,4463.8154
South America,,1997,4709.8887
South America,,1998,4874.708
South America,,1999,4890.7007
South America,,2000,5021.5264
South America,,2001,4964.958
South America,,2002,5017.562
South America,,2003,5070.3643
South America,,2004,5349.945
South America,,2005,5512.445
South America,,2006,5748.1514
South America,,2007,6056.179
South America,,2008,6220.2896
South America,,2009,6156.4224
South America,,2010,6498.7314
South America,,2011,6747.6323
South America,,2012,6991.9873
South America,,2013,7168.134
South America,,2014,7245.8013
South America,,2015,7196.174
South America,,2016,7108.9287
South America,,2017,7175.961
South America,,2018,7106.718
South America,,2019,7007.999
South America,,2020,6497.1904
South America,,2021,7031.632
South America,,2022,7340.5913
South Korea,KOR,1965,74.81706
South Korea,KOR,1966,90.76833
South Korea,KOR,1967,104.28452
South Korea,KOR,1968,119.519646
South Korea,KOR,1969,144.33156
South Korea,KOR,1970,167.46579
South Korea,KOR,1971,181.19019
South Korea,KOR,1972,187.85287
South Korea,KOR,1973,232.33731
South Korea,KOR,1974,241.56967
South Korea,KOR,1975,265.5971
South Korea,KOR,1976,297.13058
South Korea,KOR,1977,341.64917
South Korea,KOR,1978,382.7054
South Korea,KOR,1979,441.15167
South Korea,KOR,1980,454.03192
South Korea,KOR,1981,475.33905
South Korea,KOR,1982,475.54926
South Korea,KOR,1983,517.0449
South Korea,KOR,1984,564.71216
South Korea,KOR,1985,624.1695
South Korea,KOR,1986,700.4699
South Korea,KOR,1987,776.4874
South Korea,KOR,1988,866.7034
South Korea,KOR,1989,942.22174
South Korea,KOR,1990,1066.0366
South Korea,KOR,1991,1205.6149
South Korea,KOR,1992,1359.7162
South Korea,KOR,1993,1491.0802
South Korea,KOR,1994,1607.975
South Korea,KOR,1995,1756.9393
South Korea,KOR,1996,1940.4342
South Korea,KOR,1997,2131.1228
South Korea,KOR,1998,1948.7238
South Korea,KOR,1999,2123.5676
South Korea,KOR,2000,2245.9128
South Korea,KOR,2001,2300.1194
South Korea,KOR,2002,2406.0903
South Korea,KOR,2003,2483.2976
South Korea,KOR,2004,2541.3552
South Korea,KOR,2005,2627.4595
South Korea,KOR,2006,2670.581
South Korea,KOR,2007,2750.5283
South Korea,KOR,2008,2796.2139
South Korea,KOR,2009,2811.5906
South Korea,KOR,2010,3037.2107
South Korea,KOR,2011,3177.8916
South Korea,KOR,2012,3216.4204
South Korea,KOR,2013,3228.4067
South Korea,KOR,2014,3256.6543
South Korea,KOR,2015,3314.042
South Korea,KOR,2016,3412.5378
South Korea,KOR,2017,3446.6646
South Korea,KOR,2018,3505.189
South Korea,KOR,2019,3465.4758
South Korea,KOR,2020,3334.1907
South Korea,KOR,2021,3489.7388
South Korea,KOR,2022,3530.0134
South Sudan,SSD,2012,5.968685
South Sudan,SSD,2013,6.313152
South Sudan,SSD,2014,6.5313106
South Sudan,SSD,2015,8.003829
South Sudan,SSD,2016,7.7284136
South Sudan,SSD,2017,6.7726936
South Sudan,SSD,2018,6.9831424
South Sudan,SSD,2019,7.8094916
South Sudan,SSD,2020,7.4576077
South Sudan,SSD,2021,7.8676186
South and Central America (EI),,1965,1365.6196
South and Central America (EI),,1966,1447.9718
South and Central America (EI),,1967,1503.728
South and Central America (EI),,1968,1591.9152
South and Central America (EI),,1969,1660.7496
South and Central America (EI),,1970,1776.9296
South and Central America (EI),,1971,1880.5001
South and Central America (EI),,1972,2026.9086
South and Central America (EI),,1973,2224.6135
South and Central America (EI),,1974,2358.924
South and Central America (EI),,1975,2380.8096
South and Central America (EI),,1976,2537.6807
South and Central America (EI),,1977,2693.108
South and Central America (EI),,1978,2835.6616
South and Central America (EI),,1979,3029.103
South and Central America (EI),,1980,3131.7798
South and Central America (EI),,1981,3133.2979
South and Central America (EI),,1982,3171.6584
South and Central America (EI),,1983,3191.775
South and Central America (EI),,1984,3319.1416
South and Central America (EI),,1985,3425.4338
South and Central America (EI),,1986,3631.5996
South and Central America (EI),,1987,3769.483
South and Central America (EI),,1988,3883.3062
South and Central America (EI),,1989,3966.267
South and Central America (EI),,1990,3999.1946
South and Central America (EI),,1991,4105.387
South and Central America (EI),,1992,4240.9346
South and Central America (EI),,1993,4406.749
South and Central America (EI),,1994,4676.079
South and Central America (EI),,1995,4905.255
South and Central America (EI),,1996,5111.4487
South and Central America (EI),,1997,5389.0933
South and Central America (EI),,1998,5589.3486
South and Central America (EI),,1999,5612.0728
South and Central America (EI),,2000,5815.8257
South and Central America (EI),,2001,5797.776
South and Central America (EI),,2002,5869.718
